index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
WDU158105                     ,WDU158105                     ,"PPI Commodity data for Miscellaneous products-Oil and gas field exploration services, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4,71.8,72.6,70.1,71.9,78.0,78.0,88.7,100.0,101.6,101.9,103.7,112.5,91.1,77.6,69.4,68.6,69.6,69.3,74.8,,,,,,,,,,,,,
WDU15810501                   ,WDU15810501                   ,"PPI Commodity data for Miscellaneous products-Oil and gas field exploration services, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M07,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,88.7,100.0,101.6,101.9,103.7,112.5,91.1,77.6,69.4,68.6,69.6,69.3,74.8,,,,,,,,,,,,,
WDU158106                     ,WDU158106                     ,"PPI Commodity data for Miscellaneous products-Support activities for oil & gas operation, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,92.1,95.9,98.4,104.2,107.4,103.8,104.0,105.8,111.0,107.5,112.2,113.1,112.3,123.2,144.0,138.4,136.2,142.9,163.4,191.2,198.2,200.0,,,,,,,,,,
WDU15810601                   ,WDU15810601                   ,"PPI Commodity data for Miscellaneous products-Support activities for oil and gas operation, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M07,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,104.0,105.8,111.0,107.5,112.2,113.1,112.3,123.2,144.0,138.4,136.2,142.9,163.4,191.2,198.2,200.0,,,,,,,,,,
WDU158107                     ,WDU158107                     ,"PPI Commodity data for Miscellaneous products-Nonmetallic minerals mining services, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,108.1,102.5,102.6,103.1,98.4,97.1,97.0,95.7,99.4,103.3,104.4,104.3,106.3,107.1,109.1,110.3,114.4,118.8,123.8,132.4,134.9,140.5,,,,,,,,,,
WDU15810701                   ,WDU15810701                   ,"PPI Commodity data for Miscellaneous products-Nonmetallic minerals mining services, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,108.1,102.5,102.6,103.1,98.4,97.1,97.0,95.7,99.4,103.3,104.4,104.3,106.3,107.1,109.1,110.3,114.4,118.8,123.8,132.4,134.9,140.5,,,,,,,,,,
WDU15910102                   ,WDU15910102                   ,"PPI Commodity data for Miscellaneous products-Cloth covered, softwood, adult sizes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1998-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8,53.5,56.0,56.8,59.4,63.4,65.9,69.0,71.3,75.2,84.4,89.9,95.0,100.0,102.2,,108.5,114.4,118.2,123.5,129.4,131.9,139.4,148.7,155.7,162.5,170.6,177.6,181.6,,,,,,,,,,,,,,,,,,,,,
WDU15910103                   ,WDU15910103                   ,"PPI Commodity data for Miscellaneous products-Hardwood, adult size, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,39.7,41.7,43.2,47.0,53.0,57.3,59.6,63.3,71.9,80.0,86.0,93.6,100.0,102.7,,111.4,114.7,118.2,122.2,127.0,131.1,137.8,144.1,153.4,160.2,168.1,175.4,180.8,186.5,192.1,197.8,203.5,212.1,219.9,229.5,,,,,,,,,,,,,,
WDU15910104                   ,WDU15910104                   ,"PPI Commodity data for Miscellaneous products-Steel, excluding stainless, adult sizes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,53.2,55.1,56.7,58.8,63.3,67.5,69.5,72.9,77.3,83.0,88.6,94.1,100.0,103.8,106.5,108.8,111.7,114.7,118.4,123.0,126.5,132.6,135.1,140.7,146.0,152.3,156.5,161.1,166.2,170.4,174.9,181.5,189.4,198.7,207.0,,,,,,,,,,,,,,
WDU15910105                   ,WDU15910105                   ,"PPI Commodity data for Miscellaneous products-Other metal caskets and coffins, adult sizes, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,105.2,107.7,112.6,117.2,122.6,129.2,132.7,137.8,142.8,148.8,154.6,159.8,165.7,170.7,176.9,184.6,186.5,195.9,204.2,,,,,,,,,,,,,,
WDU15910108                   ,WDU15910108                   ,"PPI Commodity data for Miscellaneous products-Other caskets and coffins & metal vaults, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.1,107.1,110.2,112.2,116.3,114.8,115.0,117.3,119.6,123.1,126.0,129.3,133.1,137.6,139.8,147.3,152.9,163.8,170.2,,,,,,,,,,,,,,
WDU1592                       ,WDU1592                       ,"PPI Commodity data for Miscellaneous products-Matches, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1997-M03,,,,,,,,,,,,,,,,,,,,,,25.2,30.1,30.2,35.5,38.9,39.8,37.0,37.7,40.2,40.7,44.4,46.9,45.1,43.3,39.6,35.9,33.5,40.3,41.7,43.6,43.9,45.7,46.8,49.2,54.4,54.7,55.8,62.7,68.0,69.1,71.5,74.8,79.1,86.7,94.3,100.0,104.8,111.4,115.1,117.5,120.9,134.2,149.0,154.9,156.9,158.1,160.1,160.6,165.3,169.5,,,,,,,,,,,,,,,,,,,,,,
WDU159201                     ,WDU159201                     ,"PPI Commodity data for Miscellaneous products-Matches, not seasonally adjusted, discontinued",Index base: 1982 = 100,1991-M07,1997-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1,160.1,160.6,165.3,169.5,,,,,,,,,,,,,,,,,,,,,,
WDU15920108                   ,WDU15920108                   ,"PPI Commodity data for Miscellaneous products-Matches, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M07,1997-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.4,138.1,138.6,142.6,146.2,,,,,,,,,,,,,,,,,,,,,,
WDU15930104                   ,WDU15930104                   ,"PPI Commodity data for Miscellaneous products-Electric guitar, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1983-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930105                   ,WDU15930105                   ,"PPI Commodity data for Miscellaneous products-Trumpet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1980-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930106                   ,WDU15930106                   ,"PPI Commodity data for Miscellaneous products-Drum set, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,,93.4,,108.2,115.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930107                   ,WDU15930107                   ,"PPI Commodity data for Miscellaneous products-Piano, over 37"", not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2,87.5,93.3,100.0,104.2,106.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930108                   ,WDU15930108                   ,"PPI Commodity data for Miscellaneous products-Piano, up to 37, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,26.0,28.0,27.8,28.5,30.6,30.3,30.3,30.4,30.3,31.5,32.6,33.9,34.0,34.1,34.6,34.9,35.0,35.1,36.4,38.0,39.9,41.1,42.2,42.7,44.2,45.2,47.5,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930109                   ,WDU15930109                   ,"PPI Commodity data for Miscellaneous products-Organ, excluding pipe organ, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,52.1,51.2,51.9,54.2,56.2,57.2,57.2,59.7,60.0,59.9,60.3,65.4,69.1,69.6,74.2,77.7,83.4,91.2,97.2,100.0,98.1,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930111                   ,WDU15930111                   ,"PPI Commodity data for Miscellaneous products-Clarinet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1977-M09,,,,,,,,,,,,,,,,,,,,,,31.0,33.9,34.1,35.0,36.5,36.5,34.3,32.4,30.3,31.2,32.8,33.1,33.1,33.6,33.6,34.2,34.2,34.2,35.0,35.9,37.7,40.2,40.6,42.1,43.2,43.2,46.3,49.9,58.0,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930112                   ,WDU15930112                   ,"PPI Commodity data for Miscellaneous products-Non-electric guitar, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1977-M09,,,,,,,,,,,,,,,,,,,,,,17.2,17.5,17.6,18.2,19.1,19.0,19.3,21.1,21.5,23.9,25.9,26.4,26.5,27.5,27.6,29.3,30.7,31.1,33.2,33.9,35.6,35.6,42.0,43.8,44.9,45.0,51.6,60.1,65.0,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15930114                   ,WDU15930114                   ,"PPI Commodity data for Miscellaneous products-Pianos, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2009-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,105.3,110.9,119.3,125.4,133.0,137.8,141.4,150.1,159.5,164.4,172.1,179.3,182.2,187.8,192.5,199.0,202.9,206.5,212.1,214.8,221.5,229.5,,,,,,,,,,
WDU15930115                   ,WDU15930115                   ,"PPI Commodity data for Miscellaneous products-Organs, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2003-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,104.9,106.9,,,,,118.3,119.5,122.0,124.3,126.9,129.7,131.2,137.4,144.4,164.9,,,,,,,,,,,,,,,,
WDU15930116                   ,WDU15930116                   ,"PPI Commodity data for Miscellaneous products-Piano and organ parts, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2009-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.3,104.3,112.4,119.1,123.1,127.3,137.2,153.3,164.2,170.1,171.8,174.1,175.3,177.6,177.6,177.6,180.9,183.5,191.5,194.1,199.5,201.1,,,,,,,,,,
WDU15940201                   ,WDU15940201                   ,"PPI Commodity data for Miscellaneous products-Ring, ladies' high fashion, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,115.2,99.8,100.0,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940203                   ,WDU15940203                   ,"PPI Commodity data for Miscellaneous products-Ring, engagement, ladies', 14k gold, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1982-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,128.1,111.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940205                   ,WDU15940205                   ,"PPI Commodity data for Miscellaneous products-Ring, wedding, gold, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,147.6,119.2,100.0,110.9,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940207                   ,WDU15940207                   ,"PPI Commodity data for Miscellaneous products-Earrings, ladies', 14 karat gold, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,117.4,104.3,100.0,107.3,102.5,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940208                   ,WDU15940208                   ,"PPI Commodity data for Miscellaneous products-Jewelry, platinum and karat gold, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M07,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1,125.2,126.9,127.4,129.0,128.8,127.7,126.7,126.8,128.1,129.6,132.0,134.9,138.2,148.2,152.8,164.2,,,,,,,,,,
WDU1594021                    ,WDU1594021                    ,"PPI Commodity data for Miscellaneous products-Rings, complete, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3,121.2,,,,,,,
WDU15940212                   ,WDU15940212                   ,"PPI Commodity data for Miscellaneous products-Complete wedding rings made of gold & plat., ex. gold & plat. clad or silver plated, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,118.2,,,,,,,
WDU15940213                   ,WDU15940213                   ,"PPI Commodity data for Miscellaneous products-Other complete rings made of gold & plat., ex. gold & plat. clad or plated silver, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,123.7,,,,,,,
WDU15940241                   ,WDU15940241                   ,"PPI Commodity data for Miscellaneous products-Women's & children's jewelry made of gold & plat., ex. gold & plat. clad, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5,143.5,,,,,,,
WDU15940251                   ,WDU15940251                   ,"PPI Commodity data for Miscellaneous products-Other jewelry made of gold & plat., ex. gold & plat. clad or plated silver, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3,130.8,,,,,,,
WDU15940261                   ,WDU15940261                   ,"PPI Commodity data for Miscellaneous products-Ring mountings made of gold & plat. (sold sep.) ex. gold & plat. clad, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,,,,,,,
WDU159403                     ,WDU159403                     ,"PPI Commodity data for Miscellaneous products-Other precious metal jewelry, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,2007-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,99.2,101.1,100.0,100.0,101.4,102.5,103.3,106.2,109.9,111.9,114.6,116.7,117.1,117.3,116.4,120.0,121.9,122.0,121.6,109.6,109.7,109.4,110.2,108.6,107.9,111.8,112.9,,,,,,,,,,,,
WDU15940301                   ,WDU15940301                   ,"PPI Commodity data for Miscellaneous products-Ring, sterling, ladies' and men's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,107.8,106.6,100.0,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940303                   ,WDU15940303                   ,"PPI Commodity data for Miscellaneous products-Bracelet, ladies', gold filled, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,93.2,96.9,100.0,100.6,103.1,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940306                   ,WDU15940306                   ,"PPI Commodity data for Miscellaneous products-Other precious metal jewelry, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M07,2007-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.8,114.0,113.1,116.6,118.5,118.6,118.2,106.5,106.7,106.3,107.1,105.6,104.9,108.7,109.7,,,,,,,,,,,,
WDU15940401                   ,WDU15940401                   ,"PPI Commodity data for Miscellaneous products-Ring, ladies', costume, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1984-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,101.6,95.9,100.0,102.2,108.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940403                   ,WDU15940403                   ,"PPI Commodity data for Miscellaneous products-Earrings, children's, costume, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4,90.0,98.2,100.0,95.0,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940404                   ,WDU15940404                   ,"PPI Commodity data for Miscellaneous products-Necklace, ladies', costume, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1982-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940405                   ,WDU15940405                   ,"PPI Commodity data for Miscellaneous products-Neckchain, men's, costume, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1981-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940409                   ,WDU15940409                   ,"PPI Commodity data for Miscellaneous products-Watchband, metal, men's and women's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,88.7,93.9,,,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940411                   ,WDU15940411                   ,"PPI Commodity data for Miscellaneous products-Costume jewelry & novelties made of base metal, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,101.4,103.8,108.8,111.4,115.1,117.8,119.3,120.3,121.3,122.9,125.2,124.8,125.4,126.6,128.7,128.9,129.6,,,,,,,,,,,,,,,
WDU15940412                   ,WDU15940412                   ,"PPI Commodity data for Miscellaneous products-Other costume jewelry, novelties, compacts and cases, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3,,,,,,114.7,116.8,118.8,118.8,118.8,,,,,,,,,,,,,,,
WDU159405                     ,WDU159405                     ,"PPI Commodity data for Miscellaneous products-Jewelers' findings and materials, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,2008-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6,153.7,121.4,100.0,106.7,107.6,99.5,100.8,102.9,107.6,111.3,115.9,120.9,123.3,125.3,126.9,130.3,133.4,132.9,131.7,131.1,132.3,130.9,132.9,139.5,144.8,149.5,168.9,181.7,211.2,,,,,,,,,,
WDU15940501                   ,WDU15940501                   ,"PPI Commodity data for Miscellaneous products-Setting, 14 karat gold, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1982-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,169.1,127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940502                   ,WDU15940502                   ,"PPI Commodity data for Miscellaneous products-Jewelers' findings and materials, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1991-M07,2008-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.4,125.4,127.0,130.4,133.5,133.0,131.8,131.2,132.4,131.0,133.0,139.6,144.9,149.6,169.0,181.9,211.3,,,,,,,,,,
WDU15940503                   ,WDU15940503                   ,"PPI Commodity data for Miscellaneous products-Finding, gold filled, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,120.9,107.5,100.0,95.2,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU159406                     ,WDU159406                     ,"PPI Commodity data for Miscellaneous products-Lapidary work, diamond cutting, & polishing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,2003-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,117.1,109.7,100.0,90.5,86.0,,,,,,,,73.2,73.2,73.1,73.0,73.0,73.0,73.0,75.8,75.8,75.8,75.8,,,,,,,,,,,,,,,,
WDU15940601                   ,WDU15940601                   ,"PPI Commodity data for Miscellaneous products-Diamond, .25 carat, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M12,1985-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,117.1,109.7,100.0,90.5,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15940602                   ,WDU15940602                   ,"PPI Commodity data for Miscellaneous products-Lapidary work, diamond cutting, and polishing, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1986-M03,2003-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,87.4,87.3,87.2,87.2,87.2,87.2,90.5,90.5,90.5,90.5,,,,,,,,,,,,,,,,
WDU15940701                   ,WDU15940701                   ,"PPI Commodity data for Miscellaneous products-Other precious metal jewelry, not seasonally adjusted, discontinued",Index base: 2007.06 = 100,2007-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,,,,,,,,,,
WDU15940702                   ,WDU15940702                   ,"PPI Commodity data for Miscellaneous products-Jewelry made of silver (incl. gold & plat. clad or plated silver) excl. silver clad, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,116.4,,,,,,,
WDU15940703                   ,WDU15940703                   ,"PPI Commodity data for Miscellaneous products-Other jewelry, except costume, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.7,,,,,,,
WDU15950122                   ,WDU15950122                   ,"PPI Commodity data for Miscellaneous products-Fountain pen, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,47.8,47.8,46.5,46.4,46.4,46.4,45.5,46.2,46.6,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,44.6,42.4,44.2,44.2,44.2,44.2,44.3,44.3,44.3,46.5,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15950123                   ,WDU15950123                   ,"PPI Commodity data for Miscellaneous products-Ball point, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1980-M06,,,,,,,,,,,,,,,,,,,,,,59.8,59.8,59.8,59.8,59.8,58.9,57.3,60.3,60.5,59.2,59.2,59.2,59.2,59.5,59.5,58.2,58.2,58.2,61.1,64.1,64.5,64.5,56.9,64.6,64.8,64.8,64.8,65.6,66.3,66.3,71.1,78.1,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15950124                   ,WDU15950124                   ,"PPI Commodity data for Miscellaneous products-Mechanical pencil, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M03,,,,,,,,,,,,,,,,,,,,,,61.0,61.0,57.8,57.1,57.1,56.8,55.5,59.0,60.4,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.6,64.7,67.8,68.2,68.2,68.2,68.3,68.6,68.6,68.6,68.8,69.9,75.5,77.8,77.8,87.1,94.4,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
