index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
WDU10250151                   ,WDU10250151                   ,"PPI Commodity data for Metals and metal products-Extrusion, solid, circle size under 3, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,104.7,114.6,110.6,111.8,116.6,138.8,144.2,137.2,135.0,134.6,133.0,143.7,172.1,173.6,174.0,169.7,167.4,174.1,174.4,176.0,176.4,195.8,,,,,,,,,,,,,
WDU10250152                   ,WDU10250152                   ,"PPI Commodity data for Metals and metal products-Extrusion, solid, circle size 3 to under 4, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2002-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,104.6,115.3,107.5,108.7,113.3,137.5,132.9,115.6,106.3,103.8,103.3,118.6,139.2,141.1,143.5,140.9,139.0,147.0,155.7,151.2,,,,,,,,,,,,,,,
WDU10250153                   ,WDU10250153                   ,"PPI Commodity data for Metals and metal products-Extrusion, solid, circle size 4 to under 5, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M02,2003-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.0,114.3,108.3,108.8,110.6,137.9,,,,,,,136.2,132.1,133.1,133.3,130.9,131.3,131.0,133.6,,,,,,,,,,,,,,,
WDU10250154                   ,WDU10250154                   ,"PPI Commodity data for Metals and metal products-Extrusion, solid, circle size 5 to 9, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M01,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.0,111.1,107.6,109.2,114.9,142.4,142.0,127.8,119.7,118.5,115.7,129.0,152.0,146.1,147.1,146.9,146.6,151.7,151.9,149.2,149.0,161.0,,,,,,,,,,,,,
WDU10250155                   ,WDU10250155                   ,"PPI Commodity data for Metals and metal products-Extrusion, solid, circle size, 10 and over, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,35.9,38.9,42.2,42.9,44.0,44.2,52.7,56.9,61.9,70.1,75.8,83.3,94.1,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250156                   ,WDU10250156                   ,"PPI Commodity data for Metals and metal products-Extrusion, solid, circle size, 10 and over, not seasonally adjusted, discontinued",Index base: 1987.06 = 100,1987-M06,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5,131.0,122.8,115.7,115.5,112.8,130.1,160.5,142.3,147.3,142.4,140.1,154.1,152.1,149.2,146.6,148.9,,,,,,,,,,,,,
WDU10250157                   ,WDU10250157                   ,"PPI Commodity data for Metals and metal products-Extrusion, solid, in 2000 and 7000 alloy series, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M09,1992-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105.3,106.4,106.7,110.1,131.8,129.4,120.3,114.4,111.2,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250161                   ,WDU10250161                   ,"PPI Commodity data for Metals and metal products-Aluminum pipe & tube, exc. 2000 & 7000 alloy series, not seasonally adjusted, discontinued",Index base: 1994.12 = 100,1994-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,94.2,96.8,94.7,96.5,106.2,104.2,103.0,101.8,107.0,,,,,,,,,,,,,
WDU10250231                   ,WDU10250231                   ,"PPI Commodity data for Metals and metal products-Copper-base alloy strip, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,19.3,21.1,20.0,21.9,25.0,26.0,27.8,27.7,31.8,35.1,30.6,29.2,32.7,34.6,33.4,33.5,33.1,35.0,37.7,39.2,41.3,45.6,50.1,55.9,52.8,54.9,60.5,78.0,68.6,73.7,74.7,77.1,94.2,102.1,102.2,100.0,105.8,106.8,107.9,105.1,116.4,142.7,163.9,161.5,155.8,155.5,148.0,156.2,172.1,161.9,161.8,145.2,146.7,155.2,154.9,150.4,151.3,,,,,,,,,,,,,,
WDU10250232                   ,WDU10250232                   ,"PPI Commodity data for Metals and metal products-Copper-base alloy rod, not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,2003-M13,,,,,,,,,,,,,,,,44.7,49.8,55.3,43.9,38.5,42.4,46.1,44.4,45.3,43.4,46.8,52.9,60.5,59.7,61.9,72.3,79.7,65.6,68.8,81.3,114.9,82.4,95.8,88.5,90.2,117.0,119.4,118.7,100.0,110.0,117.3,111.8,116.2,130.4,167.7,203.3,199.4,178.6,180.7,173.6,181.9,208.2,201.6,200.0,171.2,159.4,169.4,157.1,151.7,157.7,,,,,,,,,,,,,,
WDU10250233                   ,WDU10250233                   ,"PPI Commodity data for Metals and metal products-Copper-base alloy pipe & tube, not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,2003-M13,,,,,,,,,,,,,,,,27.4,30.3,32.9,29.3,28.5,31.1,32.1,31.2,31.3,31.4,33.3,36.5,38.6,39.9,43.6,47.9,53.5,52.8,54.0,59.5,71.1,66.5,72.1,73.6,78.5,92.1,100.7,101.6,100.0,104.7,104.0,107.0,106.6,107.0,129.4,138.3,128.8,118.0,116.5,109.5,111.0,122.2,118.8,118.1,106.4,101.8,105.7,104.0,102.9,104.9,,,,,,,,,,,,,,
WDU10250251                   ,WDU10250251                   ,"PPI Commodity data for Metals and metal products-Copper water tubing, in coils, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,,,,,,,,,51.5,55.3,52.6,57.6,64.7,68.7,76.9,73.6,83.2,92.7,80.3,75.3,79.4,78.1,62.1,63.0,65.2,69.6,82.3,104.5,100.0,105.0,116.0,122.9,109.3,116.4,133.3,174.7,134.2,147.7,,162.8,215.5,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250252                   ,WDU10250252                   ,"PPI Commodity data for Metals and metal products-Copper water tubing, straight lengths, not seasonally adjusted, discontinued",Index base: 1967 = 100,1961-M01,1980-M13,,,,,,,,,,,,,,,,,,,,,,,65.3,64.4,66.4,70.1,82.4,104.6,100.0,105.0,115.7,122.8,108.5,116.4,133.6,174.9,134.9,144.5,,161.4,212.8,229.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250253                   ,WDU10250253                   ,"PPI Commodity data for Metals and metal products-Copper tubing, non-plumbing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,1989-M08,,,,,,,,,,,,,,,,33.0,37.4,41.0,36.1,35.1,38.1,39.4,36.4,34.1,33.5,35.8,39.5,44.1,45.9,50.0,56.1,64.4,61.1,63.4,71.1,87.9,,76.8,,86.0,107.0,117.7,110.6,100.0,99.6,93.1,94.2,93.3,96.6,138.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250254                   ,WDU10250254                   ,"PPI Commodity data for Metals and metal products-Copper tubing, plumbing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.2,100.0,104.6,105.1,103.6,106.0,,,,,,,,158.4,187.8,177.6,169.7,153.4,164.3,180.4,165.7,149.2,137.8,,,,,,,,,,,,,,
WDU10250255                   ,WDU10250255                   ,"PPI Commodity data for Metals and metal products-Copper sheet or strip, not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,1986-M13,,,,,,,,,,,,,,,,34.7,40.1,44.3,37.7,36.1,38.2,33.3,29.5,27.3,27.6,31.0,36.3,39.4,42.6,47.3,52.4,59.1,50.9,54.1,64.7,83.8,71.1,76.9,77.9,80.9,99.4,108.2,101.8,100.0,106.6,103.2,107.1,107.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250256                   ,WDU10250256                   ,"PPI Commodity data for Metals and metal products-Copper rod, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6,100.0,105.1,96.9,99.0,100.4,108.4,170.8,191.5,180.6,161.8,158.0,140.2,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250263                   ,WDU10250263                   ,"PPI Commodity data for Metals and metal products-Copper strip, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4,149.8,161.0,158.0,148.2,147.2,135.8,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250265                   ,WDU10250265                   ,"PPI Commodity data for Metals and metal products-Other copper and copper-alloy mill shapes, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,154.7,165.6,160.8,154.9,167.5,154.0,168.8,187.5,166.9,169.6,148.1,146.0,154.8,147.2,147.0,153.5,,,,,,,,,,,,,,
WDU10250461                   ,WDU10250461                   ,"PPI Commodity data for Metals and metal products-Inconel billet, 718 alloy, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1972-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250462                   ,WDU10250462                   ,"PPI Commodity data for Metals and metal products-Nickel plate, 200 alloy, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,35.5,38.4,45.5,57.8,63.7,67.3,68.2,84.0,99.7,100.0,100.0,100.0,100.0,100.0,80.1,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250463                   ,WDU10250463                   ,"PPI Commodity data for Metals and metal products-Monel sheet, 400 alloy, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,1987-M13,,,,,,,,,,,,,,,,,,,,18.7,18.7,23.1,23.7,24.3,24.3,24.0,23.9,25.0,26.5,27.9,29.7,35.0,37.0,37.2,39.3,46.0,58.2,64.0,68.7,69.8,84.4,103.3,99.9,100.0,100.1,100.1,100.1,89.0,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250464                   ,WDU10250464                   ,"PPI Commodity data for Metals and metal products-Nickel flat products, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1996-M03,2000-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,104.9,101.8,93.3,,,,,,,,,,,,,,,,,,
WDU10250465                   ,WDU10250465                   ,"PPI Commodity data for Metals and metal products-Other nickel mill shapes, except wire, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,2000-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.8,161.6,135.7,136.3,123.8,105.4,105.2,139.9,154.4,154.6,151.9,146.7,,,,,,,,,,,,,,,,,,
WDU10250501                   ,WDU10250501                   ,"PPI Commodity data for Metals and metal products-Titanium mill shapes, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250502                   ,WDU10250502                   ,"PPI Commodity data for Metals and metal products-Titanium flat products, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1988-M08,1995-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.9,140.6,128.9,124.5,126.8,126.5,137.3,,,,,,,,,,,,,,,,,,,,,,
WDU10250503                   ,WDU10250503                   ,"PPI Commodity data for Metals and metal products-Other titanium mill shapes, except wire, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,1995-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9,146.5,153.0,141.3,134.8,132.4,132.8,144.1,,,,,,,,,,,,,,,,,,,,,,
WDU10250504                   ,WDU10250504                   ,"PPI Commodity data for Metals and metal products-Other titanium mill shapes, including wire, not seasonally adjusted, discontinued",Index base: 1995.12 = 100,1995-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.5,119.8,111.9,110.0,109.7,111.3,113.1,113.3,,,,,,,,,,,,,,
WDU10250522                   ,WDU10250522                   ,"PPI Commodity data for Metals and metal products-Titanium billet, lathe turned, 6 AL-4V, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,105.9,107.4,117.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250523                   ,WDU10250523                   ,"PPI Commodity data for Metals and metal products-Titanium billet, ground, 6 AL-4V, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,110.2,112.0,122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250525                   ,WDU10250525                   ,"PPI Commodity data for Metals and metal products-Titanium bar, ground, 6 AL-4V, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,106.0,109.6,129.1,163.9,172.7,170.5,175.4,,345.8,412.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250526                   ,WDU10250526                   ,"PPI Commodity data for Metals and metal products-Titanium forgings, shipment, buyers, not seasonally adjusted, discontinued",Index base: 1972 = 100,1973-M01,1982-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,109.9,141.0,183.5,184.6,,,225.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10251901                   ,WDU10251901                   ,"PPI Commodity data for Metals and metal products-Gold mill shapes, except wire, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1997-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7,121.4,111.3,128.0,151.0,,128.9,,,,,,,132.7,,,,,,,,,,,,,,,,,,,,,
WDU10251902                   ,WDU10251902                   ,"PPI Commodity data for Metals and metal products-Silver mill shapes, except wire, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1985-M09,1990-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,,,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10251903                   ,WDU10251903                   ,"PPI Commodity data for Metals and metal products-Precious metal mill shapes, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2004-M08,2011-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,
WDU10251951                   ,WDU10251951                   ,"PPI Commodity data for Metals and metal products-Zirconium mill shapes, except wire, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,2002-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,94.1,96.6,97.8,97.7,97.6,100.5,104.4,105.8,105.7,100.3,99.2,99.9,99.5,,,,,,,,,,,,,,,,
WDU10251991                   ,WDU10251991                   ,"PPI Commodity data for Metals and metal products-Magnesium extrusion, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1978-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,28.9,28.7,28.9,30.6,43.2,54.8,59.0,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10251993                   ,WDU10251993                   ,"PPI Commodity data for Metals and metal products-Lead pipe, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1979-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,43.5,41.6,44.5,46.8,62.3,62.9,68.4,82.8,93.2,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10251997                   ,WDU10251997                   ,"PPI Commodity data for Metals and metal products-Lead mill shapes, except wire, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,91.3,75.5,75.9,77.9,85.8,74.5,71.7,72.9,69.3,65.7,65.3,66.8,64.0,62.2,61.2,61.6,57.7,56.2,60.7,,,,,,,,,,,,,,
WDU10251998                   ,WDU10251998                   ,"PPI Commodity data for Metals and metal products-Other nonferrous metal wire, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1995-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,94.0,92.0,93.9,107.6,142.5,137.9,134.8,132.2,126.3,124.6,136.7,,,,,,,,,,,,,,,,,,,,,,
WDU10251999                   ,WDU10251999                   ,"PPI Commodity data for Metals and metal products-Other nonferrous metal mill shapes, except wire, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,100.2,97.1,95.1,,,,,113.8,109.6,,,114.5,114.4,111.1,110.1,127.9,117.7,115.1,117.0,,,,,,,,,,,,,,
WDU102601                     ,WDU102601                     ,"PPI Commodity data for Metals and metal products-Copper wire and cable, not seasonally adjusted, discontinued",Index base: 1982 = 100,1957-M01,1982-M13,,,,,,,,,,,,,,,,,,,42.0,38.0,41.5,41.2,39.6,39.6,39.7,41.4,45.7,49.4,51.3,51.7,55.4,64.5,58.1,59.0,65.3,87.9,76.5,75.3,77.5,76.5,92.8,108.7,102.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260101                   ,WDU10260101                   ,"PPI Commodity data for Metals and metal products-Bare wire, no. 8 awg, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,,,,,,,,,30.4,28.0,28.0,29.0,33.4,34.5,40.1,39.6,47.6,53.4,41.6,37.2,42.3,44.7,42.6,43.4,43.4,45.0,51.5,56.2,61.3,65.8,72.3,87.3,78.1,78.9,85.1,121.2,96.4,99.9,99.3,99.0,127.8,135.8,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260102                   ,WDU10260102                   ,"PPI Commodity data for Metals and metal products-Copper bare wire, alloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260103                   ,WDU10260103                   ,"PPI Commodity data for Metals and metal products-Automotive primary wire, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,,,,,,,,,27.8,27.8,27.0,28.3,32.0,33.0,34.2,33.9,36.2,38.7,35.5,34.1,37.1,38.0,36.6,36.1,36.1,36.1,38.0,40.8,45.3,47.1,47.7,54.0,51.8,51.9,57.1,75.6,68.2,70.4,72.6,,82.1,96.1,96.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260106                   ,WDU10260106                   ,"PPI Commodity data for Metals and metal products-Building wire, type THW, 12 AWG, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,,,,,,,,,36.3,38.6,30.7,31.3,40.9,43.1,42.4,33.0,44.6,54.8,46.7,37.3,44.6,42.5,41.1,42.6,43.1,46.2,56.8,67.2,68.9,67.6,68.4,84.9,67.6,64.0,74.5,116.9,86.7,81.6,87.3,86.4,115.5,144.3,112.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260107                   ,WDU10260107                   ,"PPI Commodity data for Metals and metal products-Building wire, type THW, 500 MCM, not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,65.9,64.8,77.4,123.0,116.3,89.7,85.1,,111.8,138.1,107.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260109                   ,WDU10260109                   ,"PPI Commodity data for Metals and metal products-Building wire, type RHW-RHH, not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,80.2,74.7,85.8,124.9,102.8,84.3,87.0,84.5,112.4,138.6,108.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260111                   ,WDU10260111                   ,"PPI Commodity data for Metals and metal products-Nonmetallic sheathed cable 12/2, w.g., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,,,,,,,,,57.4,57.3,42.7,43.6,56.5,58.3,57.2,42.4,50.6,57.8,44.0,39.8,46.0,41.9,40.1,39.0,38.2,43.1,52.8,60.1,61.9,60.1,62.8,81.8,66.5,64.9,80.8,129.2,93.1,79.7,88.3,86.7,110.8,129.4,109.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260115                   ,WDU10260115                   ,"PPI Commodity data for Metals and metal products-Power cable, thermosetting, 15 k.v., not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1982-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,65.6,66.7,68.2,84.1,88.2,86.1,87.1,88.2,102.4,105.6,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260117                   ,WDU10260117                   ,"PPI Commodity data for Metals and metal products-Portable power cable,type GGC., not seasonally adjusted, discontinued",Index base: 1982 = 100,1963-M12,1982-M05,,,,,,,,,,,,,,,,,,,,,,,,,45.9,44.9,46.7,49.5,50.5,50.4,52.6,56.8,57.2,57.3,56.7,64.5,,,74.2,78.9,95.5,107.1,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260118                   ,WDU10260118                   ,"PPI Commodity data for Metals and metal products-Power cable, paper insulated, 15 kv, not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,54.7,54.4,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260119                   ,WDU10260119                   ,"PPI Commodity data for Metals and metal products-Control cable, thermoplastic insul., not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,51.8,52.1,55.5,68.4,72.9,74.0,76.7,,89.0,105.7,101.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260131                   ,WDU10260131                   ,"PPI Commodity data for Metals and metal products-Automotive ignition cable . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,66.7,70.1,70.6,75.1,83.6,91.8,89.7,72.7,84.2,88.4,88.4,82.2,83.6,84.4,84.7,84.8,84.8,85.8,89.1,94.0,100.0,98.9,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260132                   ,WDU10260132                   ,"PPI Commodity data for Metals and metal products-Flexible cord, type SJ. 18/2, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1977-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.6,40.7,55.1,58.4,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260134                   ,WDU10260134                   ,"PPI Commodity data for Metals and metal products-Flexible cord, type spt, 18/2, not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8,49.8,50.3,57.2,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260136                   ,WDU10260136                   ,"PPI Commodity data for Metals and metal products-Automotive battery cable. . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,50.5,52.3,51.9,57.1,66.4,70.6,74.7,72.6,83.7,94.2,80.0,72.6,79.6,82.4,79.2,79.7,79.7,80.7,86.8,90.2,100.0,108.1,112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260137                   ,WDU10260137                   ,"PPI Commodity data for Metals and metal products-Cord sets, power supply, 6', not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,54.7,53.3,53.4,57.6,69.1,61.2,62.1,63.1,65.8,77.9,89.1,94.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260143                   ,WDU10260143                   ,"PPI Commodity data for Metals and metal products-Magnet wire, class B, no.25, solderable 100 lbs., not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,55.0,55.1,61.8,78.0,66.7,71.2,75.3,,94.6,108.0,103.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260144                   ,WDU10260144                   ,"PPI Commodity data for Metals and metal products-Magnet wire, class F, no. 18 AWG, not seasonally adjusted, discontinued",Index base: 1982 = 100,1968-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,,61.3,55.4,55.3,62.8,81.3,67.7,72.9,75.2,78.8,96.3,111.9,104.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260145                   ,WDU10260145                   ,"PPI Commodity data for Metals and metal products-Magnet wire, class H, no. 17 AWG, not seasonally adjusted, discontinued",Index base: 1982 = 100,1970-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8,59.7,59.6,67.3,85.0,70.0,75.0,77.2,,97.4,111.7,104.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10260146                   ,WDU10260146                   ,"PPI Commodity data for Metals and metal products-Magnet wire, class A, no. 18 AWG, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,37.5,39.1,39.1,39.8,43.4,50.3,52.9,52.2,58.3,66.1,59.0,58.9,67.4,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
